,city,date,confirmed,estimated_population_2019,icu_capacity,state
33,Araraquara,2020-03-29,0,991435.0,0.00014351924231038846,SP
34,Araraquara,2020-03-30,0,991435.0,0.00014351924231038846,SP
35,Araraquara,2020-03-31,1,991435.0,0.00014351924231038846,SP
36,Araraquara,2020-04-01,1,991435.0,0.00014351924231038846,SP
37,Araraquara,2020-04-02,3,991435.0,0.00014351924231038846,SP
38,Araraquara,2020-04-03,4,991435.0,0.00014351924231038846,SP
39,Araraquara,2020-04-04,4,991435.0,0.00014351924231038846,SP
40,Araraquara,2020-04-05,4,991435.0,0.00014351924231038846,SP
41,Araraquara,2020-04-06,7,991435.0,0.00014351924231038846,SP
42,Araraquara,2020-04-07,8,991435.0,0.00014351924231038846,SP
43,Araraquara,2020-04-08,8,991435.0,0.00014351924231038846,SP
44,Araraquara,2020-04-09,9,991435.0,0.00014351924231038846,SP
45,Araraquara,2020-04-10,15,991435.0,0.00014351924231038846,SP
46,Araraquara,2020-04-11,21,991435.0,0.00014351924231038846,SP
47,Araraquara,2020-04-12,21,991435.0,0.00014351924231038846,SP
48,Araraquara,2020-04-13,22,991435.0,0.00014351924231038846,SP
49,Araraquara,2020-04-14,26,991435.0,0.00014351924231038846,SP
50,Araraquara,2020-04-15,43,991435.0,0.00014351924231038846,SP
51,Araraquara,2020-04-16,49,991435.0,0.00014351924231038846,SP
52,Araraquara,2020-04-17,57,991435.0,0.00014351924231038846,SP
53,Araraquara,2020-04-18,63,991435.0,0.00014351924231038846,SP
54,Araraquara,2020-04-19,65,991435.0,0.00014351924231038846,SP
55,Araraquara,2020-04-20,65,991435.0,0.00014351924231038846,SP
56,Araraquara,2020-04-21,66,991435.0,0.00014351924231038846,SP
57,Araraquara,2020-04-22,67,991435.0,0.00014351924231038846,SP
58,Araraquara,2020-04-23,67,991435.0,0.00014351924231038846,SP
59,Araraquara,2020-04-24,71,991435.0,0.00014351924231038846,SP
60,Araraquara,2020-04-25,75,991435.0,0.00014351924231038846,SP
61,Araraquara,2020-04-26,76,991435.0,0.00014351924231038846,SP
62,Araraquara,2020-04-27,77,991435.0,0.00014351924231038846,SP
63,Araraquara,2020-04-28,89,991435.0,0.00014351924231038846,SP
64,Araraquara,2020-04-29,93,991435.0,0.00014351924231038846,SP
65,Araraquara,2020-04-30,110,991435.0,0.00014351924231038846,SP
66,Araraquara,2020-05-01,111,991435.0,0.00014351924231038846,SP
67,Araraquara,2020-05-02,111,991435.0,0.00014351924231038846,SP
68,Araraquara,2020-05-03,113,991435.0,0.00014351924231038846,SP
69,Araraquara,2020-05-04,114,991435.0,0.00014351924231038846,SP
70,Araraquara,2020-05-05,125,991435.0,0.00014351924231038846,SP
71,Araraquara,2020-05-06,136,991435.0,0.00014351924231038846,SP
72,Araraquara,2020-05-07,152,991435.0,0.00014351924231038846,SP
73,Araraquara,2020-05-08,159,991435.0,0.00014351924231038846,SP
74,Araraquara,2020-05-09,171,991435.0,0.00014351924231038846,SP
75,Araraquara,2020-05-10,180,991435.0,0.00014351924231038846,SP
76,Araraquara,2020-05-11,191,991435.0,0.00014351924231038846,SP
77,Araraquara,2020-05-12,199,991435.0,0.00014351924231038846,SP
78,Araraquara,2020-05-13,206,991435.0,0.00014351924231038846,SP
79,Araraquara,2020-05-14,228,991435.0,0.00014351924231038846,SP
80,Araraquara,2020-05-15,246,991435.0,0.00014351924231038846,SP
81,Araraquara,2020-05-16,262,991435.0,0.00014351924231038846,SP
82,Araraquara,2020-05-17,279,991435.0,0.00014351924231038846,SP
83,Araraquara,2020-05-18,281,991435.0,0.00014351924231038846,SP
84,Araraquara,2020-05-19,299,991435.0,0.00014351924231038846,SP
85,Araraquara,2020-05-20,314,991435.0,0.00014351924231038846,SP
86,Araraquara,2020-05-21,347,991435.0,0.00014351924231038846,SP
87,Araraquara,2020-05-22,373,991435.0,0.00014351924231038846,SP
88,Araraquara,2020-05-23,402,991435.0,0.00014351924231038846,SP
89,Araraquara,2020-05-24,415,991435.0,0.00014351924231038846,SP
90,Araraquara,2020-05-25,421,991435.0,0.00014351924231038846,SP
91,Araraquara,2020-05-26,430,991435.0,0.00014351924231038846,SP
92,Araraquara,2020-05-27,457,991435.0,0.00014351924231038846,SP
93,Araraquara,2020-05-28,494,991435.0,0.00014351924231038846,SP
94,Araraquara,2020-05-29,539,991435.0,0.00014351924231038846,SP
95,Araraquara,2020-05-30,576,991435.0,0.00014351924231038846,SP
96,Araraquara,2020-05-31,597,991435.0,0.00014351924231038846,SP
97,Araraquara,2020-06-01,600,991435.0,0.00014351924231038846,SP
98,Araraquara,2020-06-02,668,991435.0,0.00014351924231038846,SP
99,Araraquara,2020-06-03,721,991435.0,0.00014351924231038846,SP
100,Araraquara,2020-06-04,775,991435.0,0.00014351924231038846,SP
101,Araraquara,2020-06-05,835,991435.0,0.00014351924231038846,SP
102,Araraquara,2020-06-06,893,991435.0,0.00014351924231038846,SP
103,Araraquara,2020-06-07,928,991435.0,0.00014351924231038846,SP
104,Araraquara,2020-06-08,964,991435.0,0.00014351924231038846,SP
105,Araraquara,2020-06-09,996,991435.0,0.00014351924231038846,SP
106,Araraquara,2020-06-10,1075,991435.0,0.00014351924231038846,SP
107,Araraquara,2020-06-11,1175,991435.0,0.00014351924231038846,SP
108,Araraquara,2020-06-12,1234,991435.0,0.00014351924231038846,SP
109,Araraquara,2020-06-13,1271,991435.0,0.00014351924231038846,SP
110,Araraquara,2020-06-14,1326,991435.0,0.00014351924231038846,SP
111,Araraquara,2020-06-15,1342,991435.0,0.00014351924231038846,SP
112,Araraquara,2020-06-16,1405,991435.0,0.00014351924231038846,SP
113,Araraquara,2020-06-17,1411,991435.0,0.00014351924231038846,SP
114,Araraquara,2020-06-18,1414,991435.0,0.00014351924231038846,SP
115,Araraquara,2020-06-19,1644,991435.0,0.00014351924231038846,SP
116,Araraquara,2020-06-20,1703,991435.0,0.00014351924231038846,SP
117,Araraquara,2020-06-21,1772,991435.0,0.00014351924231038846,SP
118,Araraquara,2020-06-22,1812,991435.0,0.00014351924231038846,SP
119,Araraquara,2020-06-23,1854,991435.0,0.00014351924231038846,SP
120,Araraquara,2020-06-24,1937,991435.0,0.00014351924231038846,SP
121,Araraquara,2020-06-25,2030,991435.0,0.00014351924231038846,SP
122,Araraquara,2020-06-26,2131,991435.0,0.00014351924231038846,SP
123,Araraquara,2020-06-27,2217,991435.0,0.00014351924231038846,SP
124,Araraquara,2020-06-28,2316,991435.0,0.00014351924231038846,SP
125,Araraquara,2020-06-29,2350,991435.0,0.00014351924231038846,SP
126,Araraquara,2020-06-30,2369,991435.0,0.00014351924231038846,SP
127,Araraquara,2020-07-01,2472,991435.0,0.00014351924231038846,SP
128,Araçatuba,2020-02-25,0,764041.0,0.00017220280063504444,SP
129,Araçatuba,2020-02-26,0,764041.0,0.00017220280063504444,SP
130,Araçatuba,2020-02-27,0,764041.0,0.00017220280063504444,SP
131,Araçatuba,2020-02-28,0,764041.0,0.00017220280063504444,SP
132,Araçatuba,2020-02-29,0,764041.0,0.00017220280063504444,SP
133,Araçatuba,2020-03-01,0,764041.0,0.00017220280063504444,SP
134,Araçatuba,2020-03-02,0,764041.0,0.00017220280063504444,SP
135,Araçatuba,2020-03-03,0,764041.0,0.00017220280063504444,SP
136,Araçatuba,2020-03-04,0,764041.0,0.00017220280063504444,SP
137,Araçatuba,2020-03-05,0,764041.0,0.00017220280063504444,SP
138,Araçatuba,2020-03-06,0,764041.0,0.00017220280063504444,SP
139,Araçatuba,2020-03-07,0,764041.0,0.00017220280063504444,SP
140,Araçatuba,2020-03-08,0,764041.0,0.00017220280063504444,SP
141,Araçatuba,2020-03-09,0,764041.0,0.00017220280063504444,SP
142,Araçatuba,2020-03-10,0,764041.0,0.00017220280063504444,SP
143,Araçatuba,2020-03-11,0,764041.0,0.00017220280063504444,SP
144,Araçatuba,2020-03-12,0,764041.0,0.00017220280063504444,SP
145,Araçatuba,2020-03-13,0,764041.0,0.00017220280063504444,SP
146,Araçatuba,2020-03-14,0,764041.0,0.00017220280063504444,SP
147,Araçatuba,2020-03-15,0,764041.0,0.00017220280063504444,SP
148,Araçatuba,2020-03-16,0,764041.0,0.00017220280063504444,SP
149,Araçatuba,2020-03-17,0,764041.0,0.00017220280063504444,SP
150,Araçatuba,2020-03-18,0,764041.0,0.00017220280063504444,SP
151,Araçatuba,2020-03-19,0,764041.0,0.00017220280063504444,SP
152,Araçatuba,2020-03-20,0,764041.0,0.00017220280063504444,SP
153,Araçatuba,2020-03-21,0,764041.0,0.00017220280063504444,SP
154,Araçatuba,2020-03-22,0,764041.0,0.00017220280063504444,SP
155,Araçatuba,2020-03-23,0,764041.0,0.00017220280063504444,SP
156,Araçatuba,2020-03-24,0,764041.0,0.00017220280063504444,SP
157,Araçatuba,2020-03-25,0,764041.0,0.00017220280063504444,SP
158,Araçatuba,2020-03-26,0,764041.0,0.00017220280063504444,SP
159,Araçatuba,2020-03-27,0,764041.0,0.00017220280063504444,SP
160,Araçatuba,2020-03-28,0,764041.0,0.00017220280063504444,SP
161,Araçatuba,2020-03-29,0,764041.0,0.00017220280063504444,SP
162,Araçatuba,2020-03-30,1,764041.0,0.00017220280063504444,SP
163,Araçatuba,2020-03-31,2,764041.0,0.00017220280063504444,SP
164,Araçatuba,2020-04-01,3,764041.0,0.00017220280063504444,SP
165,Araçatuba,2020-04-02,3,764041.0,0.00017220280063504444,SP
166,Araçatuba,2020-04-03,3,764041.0,0.00017220280063504444,SP
167,Araçatuba,2020-04-04,7,764041.0,0.00017220280063504444,SP
168,Araçatuba,2020-04-05,7,764041.0,0.00017220280063504444,SP
169,Araçatuba,2020-04-06,12,764041.0,0.00017220280063504444,SP
170,Araçatuba,2020-04-07,13,764041.0,0.00017220280063504444,SP
171,Araçatuba,2020-04-08,18,764041.0,0.00017220280063504444,SP
172,Araçatuba,2020-04-09,19,764041.0,0.00017220280063504444,SP
173,Araçatuba,2020-04-10,20,764041.0,0.00017220280063504444,SP
174,Araçatuba,2020-04-11,20,764041.0,0.00017220280063504444,SP
175,Araçatuba,2020-04-12,20,764041.0,0.00017220280063504444,SP
176,Araçatuba,2020-04-13,20,764041.0,0.00017220280063504444,SP
177,Araçatuba,2020-04-14,24,764041.0,0.00017220280063504444,SP
178,Araçatuba,2020-04-15,41,764041.0,0.00017220280063504444,SP
179,Araçatuba,2020-04-16,49,764041.0,0.00017220280063504444,SP
180,Araçatuba,2020-04-17,54,764041.0,0.00017220280063504444,SP
181,Araçatuba,2020-04-18,55,764041.0,0.00017220280063504444,SP
182,Araçatuba,2020-04-19,55,764041.0,0.00017220280063504444,SP
183,Araçatuba,2020-04-20,59,764041.0,0.00017220280063504444,SP
184,Araçatuba,2020-04-21,60,764041.0,0.00017220280063504444,SP
185,Araçatuba,2020-04-22,62,764041.0,0.00017220280063504444,SP
186,Araçatuba,2020-04-23,65,764041.0,0.00017220280063504444,SP
187,Araçatuba,2020-04-24,78,764041.0,0.00017220280063504444,SP
188,Araçatuba,2020-04-25,91,764041.0,0.00017220280063504444,SP
189,Araçatuba,2020-04-26,91,764041.0,0.00017220280063504444,SP
190,Araçatuba,2020-04-27,97,764041.0,0.00017220280063504444,SP
191,Araçatuba,2020-04-28,106,764041.0,0.00017220280063504444,SP
192,Araçatuba,2020-04-29,114,764041.0,0.00017220280063504444,SP
193,Araçatuba,2020-04-30,123,764041.0,0.00017220280063504444,SP
194,Araçatuba,2020-05-01,132,764041.0,0.00017220280063504444,SP
195,Araçatuba,2020-05-02,133,764041.0,0.00017220280063504444,SP
196,Araçatuba,2020-05-03,145,764041.0,0.00017220280063504444,SP
197,Araçatuba,2020-05-04,146,764041.0,0.00017220280063504444,SP
198,Araçatuba,2020-05-05,158,764041.0,0.00017220280063504444,SP
199,Araçatuba,2020-05-06,188,764041.0,0.00017220280063504444,SP
200,Araçatuba,2020-05-07,195,764041.0,0.00017220280063504444,SP
201,Araçatuba,2020-05-08,208,764041.0,0.00017220280063504444,SP
202,Araçatuba,2020-05-09,219,764041.0,0.00017220280063504444,SP
203,Araçatuba,2020-05-10,222,764041.0,0.00017220280063504444,SP
204,Araçatuba,2020-05-11,222,764041.0,0.00017220280063504444,SP
205,Araçatuba,2020-05-12,230,764041.0,0.00017220280063504444,SP
206,Araçatuba,2020-05-13,247,764041.0,0.00017220280063504444,SP
207,Araçatuba,2020-05-14,256,764041.0,0.00017220280063504444,SP
208,Araçatuba,2020-05-15,273,764041.0,0.00017220280063504444,SP
209,Araçatuba,2020-05-16,291,764041.0,0.00017220280063504444,SP
210,Araçatuba,2020-05-17,293,764041.0,0.00017220280063504444,SP
211,Araçatuba,2020-05-18,293,764041.0,0.00017220280063504444,SP
212,Araçatuba,2020-05-19,305,764041.0,0.00017220280063504444,SP
213,Araçatuba,2020-05-20,325,764041.0,0.00017220280063504444,SP
214,Araçatuba,2020-05-21,342,764041.0,0.00017220280063504444,SP
215,Araçatuba,2020-05-22,353,764041.0,0.00017220280063504444,SP
216,Araçatuba,2020-05-23,366,764041.0,0.00017220280063504444,SP
217,Araçatuba,2020-05-24,367,764041.0,0.00017220280063504444,SP
218,Araçatuba,2020-05-25,372,764041.0,0.00017220280063504444,SP
219,Araçatuba,2020-05-26,376,764041.0,0.00017220280063504444,SP
220,Araçatuba,2020-05-27,384,764041.0,0.00017220280063504444,SP
221,Araçatuba,2020-05-28,398,764041.0,0.00017220280063504444,SP
222,Araçatuba,2020-05-29,407,764041.0,0.00017220280063504444,SP
223,Araçatuba,2020-05-30,418,764041.0,0.00017220280063504444,SP
224,Araçatuba,2020-05-31,423,764041.0,0.00017220280063504444,SP
225,Araçatuba,2020-06-01,426,764041.0,0.00017220280063504444,SP
226,Araçatuba,2020-06-02,452,764041.0,0.00017220280063504444,SP
227,Araçatuba,2020-06-03,469,764041.0,0.00017220280063504444,SP
228,Araçatuba,2020-06-04,480,764041.0,0.00017220280063504444,SP
229,Araçatuba,2020-06-05,493,764041.0,0.00017220280063504444,SP
230,Araçatuba,2020-06-06,528,764041.0,0.00017220280063504444,SP
231,Araçatuba,2020-06-07,535,764041.0,0.00017220280063504444,SP
232,Araçatuba,2020-06-08,540,764041.0,0.00017220280063504444,SP
233,Araçatuba,2020-06-09,574,764041.0,0.00017220280063504444,SP
234,Araçatuba,2020-06-10,598,764041.0,0.00017220280063504444,SP
235,Araçatuba,2020-06-11,634,764041.0,0.00017220280063504444,SP
236,Araçatuba,2020-06-12,650,764041.0,0.00017220280063504444,SP
237,Araçatuba,2020-06-13,680,764041.0,0.00017220280063504444,SP
238,Araçatuba,2020-06-14,705,764041.0,0.00017220280063504444,SP
239,Araçatuba,2020-06-15,716,764041.0,0.00017220280063504444,SP
240,Araçatuba,2020-06-16,755,764041.0,0.00017220280063504444,SP
241,Araçatuba,2020-06-17,759,764041.0,0.00017220280063504444,SP
242,Araçatuba,2020-06-18,776,764041.0,0.00017220280063504444,SP
243,Araçatuba,2020-06-19,914,764041.0,0.00017220280063504444,SP
244,Araçatuba,2020-06-20,973,764041.0,0.00017220280063504444,SP
245,Araçatuba,2020-06-21,987,764041.0,0.00017220280063504444,SP
246,Araçatuba,2020-06-22,988,764041.0,0.00017220280063504444,SP
247,Araçatuba,2020-06-23,1084,764041.0,0.00017220280063504444,SP
248,Araçatuba,2020-06-24,1198,764041.0,0.00017220280063504444,SP
249,Araçatuba,2020-06-25,1293,764041.0,0.00017220280063504444,SP
250,Araçatuba,2020-06-26,1381,764041.0,0.00017220280063504444,SP
251,Araçatuba,2020-06-27,1494,764041.0,0.00017220280063504444,SP
252,Araçatuba,2020-06-28,1537,764041.0,0.00017220280063504444,SP
253,Araçatuba,2020-06-29,1570,764041.0,0.00017220280063504444,SP
254,Araçatuba,2020-06-30,1615,764041.0,0.00017220280063504444,SP
255,Araçatuba,2020-07-01,1756,764041.0,0.00017220280063504444,SP
256,Baixada Santista,2020-02-25,0,1831884.0,0.0002512659098501871,SP
257,Baixada Santista,2020-02-26,0,1831884.0,0.0002512659098501871,SP
258,Baixada Santista,2020-02-27,0,1831884.0,0.0002512659098501871,SP
259,Baixada Santista,2020-02-28,0,1831884.0,0.0002512659098501871,SP
260,Baixada Santista,2020-02-29,0,1831884.0,0.0002512659098501871,SP
261,Baixada Santista,2020-03-01,0,1831884.0,0.0002512659098501871,SP
262,Baixada Santista,2020-03-02,0,1831884.0,0.0002512659098501871,SP
263,Baixada Santista,2020-03-03,0,1831884.0,0.0002512659098501871,SP
264,Baixada Santista,2020-03-04,0,1831884.0,0.0002512659098501871,SP
265,Baixada Santista,2020-03-05,0,1831884.0,0.0002512659098501871,SP
266,Baixada Santista,2020-03-06,0,1831884.0,0.0002512659098501871,SP
267,Baixada Santista,2020-03-07,0,1831884.0,0.0002512659098501871,SP
268,Baixada Santista,2020-03-08,0,1831884.0,0.0002512659098501871,SP
269,Baixada Santista,2020-03-09,0,1831884.0,0.0002512659098501871,SP
270,Baixada Santista,2020-03-10,0,1831884.0,0.0002512659098501871,SP
271,Baixada Santista,2020-03-11,0,1831884.0,0.0002512659098501871,SP
272,Baixada Santista,2020-03-12,0,1831884.0,0.0002512659098501871,SP
273,Baixada Santista,2020-03-13,0,1831884.0,0.0002512659098501871,SP
274,Baixada Santista,2020-03-14,0,1831884.0,0.0002512659098501871,SP
275,Baixada Santista,2020-03-15,0,1831884.0,0.0002512659098501871,SP
276,Baixada Santista,2020-03-16,0,1831884.0,0.0002512659098501871,SP
277,Baixada Santista,2020-03-17,0,1831884.0,0.0002512659098501871,SP
278,Baixada Santista,2020-03-18,0,1831884.0,0.0002512659098501871,SP
279,Baixada Santista,2020-03-19,0,1831884.0,0.0002512659098501871,SP
280,Baixada Santista,2020-03-20,0,1831884.0,0.0002512659098501871,SP
281,Baixada Santista,2020-03-21,0,1831884.0,0.0002512659098501871,SP
282,Baixada Santista,2020-03-22,0,1831884.0,0.0002512659098501871,SP
283,Baixada Santista,2020-03-23,0,1831884.0,0.0002512659098501871,SP
284,Baixada Santista,2020-03-24,0,1831884.0,0.0002512659098501871,SP
285,Baixada Santista,2020-03-25,0,1831884.0,0.0002512659098501871,SP
286,Baixada Santista,2020-03-26,0,1831884.0,0.0002512659098501871,SP
287,Baixada Santista,2020-03-27,0,1831884.0,0.0002512659098501871,SP
288,Baixada Santista,2020-03-28,0,1831884.0,0.0002512659098501871,SP
289,Baixada Santista,2020-03-29,0,1831884.0,0.0002512659098501871,SP
290,Baixada Santista,2020-03-30,1,1831884.0,0.0002512659098501871,SP
291,Baixada Santista,2020-03-31,16,1831884.0,0.0002512659098501871,SP
292,Baixada Santista,2020-04-01,29,1831884.0,0.0002512659098501871,SP
293,Baixada Santista,2020-04-02,46,1831884.0,0.0002512659098501871,SP
294,Baixada Santista,2020-04-03,66,1831884.0,0.0002512659098501871,SP
295,Baixada Santista,2020-04-04,80,1831884.0,0.0002512659098501871,SP
296,Baixada Santista,2020-04-05,86,1831884.0,0.0002512659098501871,SP
297,Baixada Santista,2020-04-06,90,1831884.0,0.0002512659098501871,SP
298,Baixada Santista,2020-04-07,118,1831884.0,0.0002512659098501871,SP
299,Baixada Santista,2020-04-08,143,1831884.0,0.0002512659098501871,SP
300,Baixada Santista,2020-04-09,167,1831884.0,0.0002512659098501871,SP
301,Baixada Santista,2020-04-10,186,1831884.0,0.0002512659098501871,SP
302,Baixada Santista,2020-04-11,190,1831884.0,0.0002512659098501871,SP
303,Baixada Santista,2020-04-12,213,1831884.0,0.0002512659098501871,SP
304,Baixada Santista,2020-04-13,215,1831884.0,0.0002512659098501871,SP
305,Baixada Santista,2020-04-14,227,1831884.0,0.0002512659098501871,SP
306,Baixada Santista,2020-04-15,300,1831884.0,0.0002512659098501871,SP
307,Baixada Santista,2020-04-16,356,1831884.0,0.0002512659098501871,SP
308,Baixada Santista,2020-04-17,405,1831884.0,0.0002512659098501871,SP
309,Baixada Santista,2020-04-18,448,1831884.0,0.0002512659098501871,SP
310,Baixada Santista,2020-04-19,492,1831884.0,0.0002512659098501871,SP
311,Baixada Santista,2020-04-20,518,1831884.0,0.0002512659098501871,SP
312,Baixada Santista,2020-04-21,543,1831884.0,0.0002512659098501871,SP
313,Baixada Santista,2020-04-22,552,1831884.0,0.0002512659098501871,SP
314,Baixada Santista,2020-04-23,572,1831884.0,0.0002512659098501871,SP
315,Baixada Santista,2020-04-24,679,1831884.0,0.0002512659098501871,SP
316,Baixada Santista,2020-04-25,780,1831884.0,0.0002512659098501871,SP
317,Baixada Santista,2020-04-26,797,1831884.0,0.0002512659098501871,SP
318,Baixada Santista,2020-04-27,852,1831884.0,0.0002512659098501871,SP
319,Baixada Santista,2020-04-28,949,1831884.0,0.0002512659098501871,SP
320,Baixada Santista,2020-04-29,1049,1831884.0,0.0002512659098501871,SP
321,Baixada Santista,2020-04-30,1110,1831884.0,0.0002512659098501871,SP
322,Baixada Santista,2020-05-01,1181,1831884.0,0.0002512659098501871,SP
323,Baixada Santista,2020-05-02,1200,1831884.0,0.0002512659098501871,SP
324,Baixada Santista,2020-05-03,1219,1831884.0,0.0002512659098501871,SP
325,Baixada Santista,2020-05-04,1222,1831884.0,0.0002512659098501871,SP
326,Baixada Santista,2020-05-05,1290,1831884.0,0.0002512659098501871,SP
327,Baixada Santista,2020-05-06,1525,1831884.0,0.0002512659098501871,SP
328,Baixada Santista,2020-05-07,1674,1831884.0,0.0002512659098501871,SP
329,Baixada Santista,2020-05-08,1738,1831884.0,0.0002512659098501871,SP
330,Baixada Santista,2020-05-09,1835,1831884.0,0.0002512659098501871,SP
331,Baixada Santista,2020-05-10,1883,1831884.0,0.0002512659098501871,SP
332,Baixada Santista,2020-05-11,1916,1831884.0,0.0002512659098501871,SP
333,Baixada Santista,2020-05-12,1985,1831884.0,0.0002512659098501871,SP
334,Baixada Santista,2020-05-13,2130,1831884.0,0.0002512659098501871,SP
335,Baixada Santista,2020-05-14,2296,1831884.0,0.0002512659098501871,SP
336,Baixada Santista,2020-05-15,2524,1831884.0,0.0002512659098501871,SP
337,Baixada Santista,2020-05-16,2653,1831884.0,0.0002512659098501871,SP
338,Baixada Santista,2020-05-17,2780,1831884.0,0.0002512659098501871,SP
339,Baixada Santista,2020-05-18,2867,1831884.0,0.0002512659098501871,SP
340,Baixada Santista,2020-05-19,2985,1831884.0,0.0002512659098501871,SP
341,Baixada Santista,2020-05-20,3228,1831884.0,0.0002512659098501871,SP
342,Baixada Santista,2020-05-21,3415,1831884.0,0.0002512659098501871,SP
343,Baixada Santista,2020-05-22,3706,1831884.0,0.0002512659098501871,SP
344,Baixada Santista,2020-05-23,3945,1831884.0,0.0002512659098501871,SP
345,Baixada Santista,2020-05-24,4150,1831884.0,0.0002512659098501871,SP
346,Baixada Santista,2020-05-25,4444,1831884.0,0.0002512659098501871,SP
347,Baixada Santista,2020-05-26,4685,1831884.0,0.0002512659098501871,SP
348,Baixada Santista,2020-05-27,4925,1831884.0,0.0002512659098501871,SP
349,Baixada Santista,2020-05-28,5256,1831884.0,0.0002512659098501871,SP
350,Baixada Santista,2020-05-29,5718,1831884.0,0.0002512659098501871,SP
351,Baixada Santista,2020-05-30,6244,1831884.0,0.0002512659098501871,SP
352,Baixada Santista,2020-05-31,6598,1831884.0,0.0002512659098501871,SP
353,Baixada Santista,2020-06-01,6813,1831884.0,0.0002512659098501871,SP
354,Baixada Santista,2020-06-02,7577,1831884.0,0.0002512659098501871,SP
355,Baixada Santista,2020-06-03,8063,1831884.0,0.0002512659098501871,SP
356,Baixada Santista,2020-06-04,8615,1831884.0,0.0002512659098501871,SP
357,Baixada Santista,2020-06-05,9286,1831884.0,0.0002512659098501871,SP
358,Baixada Santista,2020-06-06,10067,1831884.0,0.0002512659098501871,SP
359,Baixada Santista,2020-06-07,10234,1831884.0,0.0002512659098501871,SP
360,Baixada Santista,2020-06-08,10305,1831884.0,0.0002512659098501871,SP
361,Baixada Santista,2020-06-09,10819,1831884.0,0.0002512659098501871,SP
362,Baixada Santista,2020-06-10,11425,1831884.0,0.0002512659098501871,SP
363,Baixada Santista,2020-06-11,11984,1831884.0,0.0002512659098501871,SP
364,Baixada Santista,2020-06-12,12443,1831884.0,0.0002512659098501871,SP
365,Baixada Santista,2020-06-13,12895,1831884.0,0.0002512659098501871,SP
366,Baixada Santista,2020-06-14,13373,1831884.0,0.0002512659098501871,SP
367,Baixada Santista,2020-06-15,13743,1831884.0,0.0002512659098501871,SP
368,Baixada Santista,2020-06-16,14390,1831884.0,0.0002512659098501871,SP
369,Baixada Santista,2020-06-17,14443,1831884.0,0.0002512659098501871,SP
370,Baixada Santista,2020-06-18,14496,1831884.0,0.0002512659098501871,SP
371,Baixada Santista,2020-06-19,16077,1831884.0,0.0002512659098501871,SP
372,Baixada Santista,2020-06-20,16749,1831884.0,0.0002512659098501871,SP
373,Baixada Santista,2020-06-21,17128,1831884.0,0.0002512659098501871,SP
374,Baixada Santista,2020-06-22,17536,1831884.0,0.0002512659098501871,SP
375,Baixada Santista,2020-06-23,18275,1831884.0,0.0002512659098501871,SP
376,Baixada Santista,2020-06-24,19009,1831884.0,0.0002512659098501871,SP
377,Baixada Santista,2020-06-25,19564,1831884.0,0.0002512659098501871,SP
378,Baixada Santista,2020-06-26,20109,1831884.0,0.0002512659098501871,SP
379,Baixada Santista,2020-06-27,20655,1831884.0,0.0002512659098501871,SP
380,Baixada Santista,2020-06-28,21032,1831884.0,0.0002512659098501871,SP
