Min;Max;intercept;ar.L1;ar.L2;var.measurement_error;sigma2;first record;last record;SUBNOT;tau;WIN
0.03455617;0.12441175;0.00149525;1.96608076;-0.96990291;0.00000192;0.00004081;2020-05-01;2020-07-15;10.00000000;7;7
