Min;Max;intercept;ar.L1;ar.L2;var.measurement_error;sigma2;first record;last record;SUBNOT;tau;WIN
0.00983941;0.02427143;0.00497576;1.96926845;-0.98378516;0.00000000;0.00003462;2020-04-01;2020-05-01;10.00000000;7;7
